sentiment,review_body,product_category
1,"I was looking for a stylish spring/fall jacket and this one seemed to fit the bill. i was shocked by the quality and softness of the material and construction of this jacket. i could honestly not believe how comfortable and cute this felt and looked on me. i can't wear it enough! i am a short 5'2"" but 36d and have 31"" waist so i ordered a size m and l to see which would work best. as it turned out the m fit with plenty of room! i am normally a 12/14 so i was surprised by this. if you are on the",Jackets
1,First saw this jacket in the catalog  in peach  and had to have it. i received it today  and love it. its a soft  muted peach  very neutral. i ordered xl  im usually a m-l  but decided i wanted it to look big and comfy. the quality is great  feels good on. love it so much  i just ordered it in the dark grey. very classic jacket  will wear for years. one of my favorite hei hei pieces  never disappoints.,Jackets
-1,Bummer  i fell in absolute love with these gems until i realized how weak the stretch is by the end of the day. i purchased them on the 13th of feb and can't bare to wear them anymore.,Jeans
-1,So after reading the 2 reviews  decided to just order my usual size (26)  thinking they might be a tad snug. wrong! they were huge! i looked at the size to see if they sent me a size 30 by mistake! unfortunately small sizes sold out. quality is excellent as well as style  so bummed!,Jeans
-1,So disappointed. bought these in a 29 and should've gone with a 28. they're super cute - i got the green. the fit is off. like the other reviews  they stretch out way too much. i would return these but have already washed them. they wash terribly  too. there are weird fading marks all over  even when washed in cold water like the tag states. so disappointed that i spent my gift card from christmas on these. i've been a loyal retailer customer for years and this is the first time i've been severely,Jeans
-1,"Woah  these jeans looked ridiculous on me. i felt as though it was 1987 and i was raiding my mom's closet. the combination of the light wash  the crop leg and high waist with the odd stitching around the midsection make this a no. it really accentuates any pouch you may have. i was looking for a high waisted denim but these are very unflattering. i am 5'3"" / 140 curvy. no  no  no!",Jeans
-1,"I ordered these along with the regular ag stevie jeans and there is a definite difference in fabiric and cut. i liked the darker fabric but it was thinner and stretchier that the more ""denim"" version. the cut was also looser in the thigh and seat area which made for a looser  less flattering fit. returned it and kept the regular ag stevie.",Jeans
-1,I generally don't spend this much on jeans but wanted a nice black pair so rolled the dice during the sale. who can wear these? i'm an average size 12 and struggled to get these size 32s over my hips  buttoned and zipped. i looked like a stuffed black sausage. best for thin frames and even then  size up.,Jeans
-1,I love the coh fleetwood jeans  and since i was looking for a pair of not-so-skinny skinny jeans  i thought these would be great. but unlike the fleetwoods  which are a substantial weight denim  these are very soft -- too soft -- and bag out in the first 5 minutes. the style is okay but the fabric makes them unflattering. maybe if you're looking for jeans you can lounge in  these will be for you because they do have the comfort equivalent of sweats.,Jeans
-1,These jeans were so cute on- wore them a handful of times and they'd been washed twice. put them on and - rip! ripped right at the crotch in the front so not fixable- and on vacation no less when i had to scramble to find something else to wear. poor quality - disappointing and not what i expected from retailer. :-( they also run large even for a more relaxed fit- sized down for a good fit.,Jeans
-1,Love the fit of the jeans just wish there was a couple more inches at the bottom:) these jeans have a 23 inch inseam not 26  so they hit at a very odd place on my calf- return. for reference i'm 5'8 ,Jeans
0,I love the style  but it didn't work for me. i ordered the r size. they were way too too long. i generally wear size 26  and the r length works with most retailer pants. with this particular pant  i could barely pull up the zipper. i'm not sure what happened bc i haven't gained any additional weight. i am 5'2  and 110 lbs. unfortunately  i had to return the pants. i think the design is for supermodels. maybe a petite size would have worked? the p was out of stock. good luck!,Jeans
0,"The fit is definitely more ""straight-leg "" and not skinny  as the photos seem to imply. at 4'11"" and 95 lbs  the size 25 fit my waist and butt wonderfully  and the length was great  but the jean lost shape at the knee. i would recommend these jeans if you are not seeking a skinny fit!",Jeans
0,As other reviewers have pointed out  the bum is not flattering. the pockets are wide and the fit sort of flattens you out. bummer. literally. too bad  i wanted these to work more than then coh's parker cropped. the coh's win. my wallet loses.,Jeans
0,I don't think they are an easy fit cut  they are more like skinny jeans. as i was looking for something more relaxed i decided to return them. the quality of the material is good  the color is nice.,Jeans
0,I looked like i was going to work on a farm. well made  but seemed fit big. i like and have owned wide leg pants/capris  these were cartoonishly wide.  needless to say  they were returned.,Jeans
0,These jeans fit well and the stretch makes them comfortable. i can't recommemd them though because they're see through. wish white jeans were better lined so that this isn't usually a problem!,Jeans
0,The color on these are amazing. i am 5'2 and these are really meant for that long lean profile. note they have very little stretch.,Jeans
0,"The tag on the jeans said ""won't stretch out""  and i've already returned one pair to size down when they stretched out by the end of the first wear. ive been wearing the smaller size for a week  and it's stretching out as well. the crotch ends up dropping two or 3 inches and i keep having to hike the pants up in public  after just a week of owning them. i love paige jeans  and the cut and color of these are amazing. i'm going to have to size down one last time just to get them to stay up  i hope",Jeans
0,I love j brand  however the fit of these jeans was all wrong for me. they were perfect from the knee up  however they stuck out too much at the bottom. a slight taper from the knee down would have made them perfect. i had to return them.,Jeans
1,I honestly  have to give these jeans 5stars.  i loved them when i saw them in the store and had to have them and when i wore them  i got tons of compliments. they are super comfortable too!  i read some of the other reviews and thought that their comments were a little strange.  these jeans are obviously not classic and they will go of style but  if you run a little outside of the style box you will welcome them in your wardrobe.,Jeans
1,I found these jeans on the sale rack at my local retailer. they were the very last pair and in my size. i couldn't believe my luck.  i tried them on and was very impressed with the fit and feel of the jeans. thyre soft yet substantial. they retain thier shape. . love the worn in look to them.  .. .. so adorable.  nice slouchy skinny jean.. i stayed true to size,Jeans
1,Adore these jeans! great length  cute cuffed details. could do cartwheels in these :),Jeans
1,Bought these jeans after reading others reviews and was not disapointed. these are the most flatering jeans! they give you legs for days  while providing amazing shape. oh and did i mention their soft as butter. huge win for me as jeans are one of the most difficult items for me to my as my waist is 1-2 sized smaller than my hips and thes stretch marvilously to fit your body. they are on the pricier side and well worth it.,Jeans
1,"I was so excited to see that these were on sale post holidays. love the style and the fit. my only disappointment was that they don't have as much stretch as i thought they would (i wrote above that it ""runs small"" but if it had more stretch then the sizing would be ok). for reference i'm 5'5 and 10. i usually wear 25 in pilcro pants but these felt tighter. i would exchange for a 26 but they're sold out unfortunately!",Jeans
1,Love these crops. fitted through hips with full legs. at 5'7 and 125  the 27 fit perfect. these look great with block heels and wedges. denim is lightweight  perfect for fall.,Jeans
1,I finally found these jeans!! love them and have been wearing them almost everyday!,Jeans
1,I tried it on and it fit like a glove. it was a little strange having a different fabric on the back  but it worked and i am keeping it.,Jeans
1,These jeans fit very well and of good quality . i think they need to be broken into a bit like most new jeans. overall i am happy with my purchase!,Jeans
-1,I really wanted to love this blazer...i've even tried it on several times hoping it would look better the next time around. (spoiler: it didn't :( ). overall  it makes me look pretty frumpy and not put together. i really love saturday/sunday brand and was hoping for a nice comfy blazer to wear to work. will be returning instead.,Knits
-1,I was very excited to order this top in red xs. so cute  but it was huge  shapeless and support thin! it had to go back. i should've looked at other reviews.,Knits
-1,I love sundry and their fun designs--i was disappointed because the fabric is very thin and the dark part of the heart is not black but bluish slate grey. it is just not what i expected from the picture. i bought the xs and it felt baggy on the body.,Knits
-1,I purchased this shirt in white and black. the white is more ivory-isn  and is a bit thin/see through. the shirts can be worn with jeans  or dressed up with a skirt. i just wish it was a little more form fitting. i do like the hint of stretch in the fabric! very comfortable as well!,Knits
-1,"This top is very beautiful and the color is a dream  but wow is it short! i'm 5'8"" and it barely hit the top of the waistband on my jeans. the fabric is oddly heavy and not light and airy like i expected. it seemed like an odd choice for a blouse.     because of the seaming and gathered fabric at the top of this shirt  i wouldn't recommend this to women who are busty/curvy on top. it made my chest look huge! this styling may work for petite ladies  but tall & curvy ladies beware.",Knits
-1,I was aware of the split sleeves when i purchased-- hoping to try something new. they're not attractive. the slit stays open with any movement. i don't think it would be appropriate for work . overall the fit is true to size. i otherwise liked the design  but the sleeves made this a quick return ....,Knits
-1,I want to love this shirt  i really do  but it's huge! the top is tent-like  which would be adorable with skinny jeans  however the length of the back dips so low  the top kind of reminds me of pajamas. the color is beautiful  more like a light grey heather  and the white piping is like a shimmery ribbon material. overall  the top is cute  but it dips too low in the back and the bow weighs down the back of the shirt  so it makes it hard to adjust it in the front. sadly  it's a return.,Knits
-1,The fabric and cut of this blouse are beautiful  but the v was so deep i could never wear it without a cami and i think that would ruin the look. i have a large chest  but the similarly cut blouse (without the textured fabric - from the same designer) fit me fine. this one is just cut differently. i even tried sizing up and down - to no avail. the photo on the model seems misleading because i don't see how the neck would lay flat or stay that high on anyone - even with a smaller chest. i was so,Knits
-1,I ordered this tee despite the price. the fabric is very thin and the quality was poor. nice concept for a tee  but failed in quality and value. it was returned.,Knits
0,Probably should have returned this but it's just so pretty. i got complements from strangers the very first time i wore it but it's extremely long. tucking it in will be tough-where do you put all that length? aside from that it is beautiful. the embroidery is soft and delicate light blues  gold  neutrals. hard to see in the pic but there are textured polka dots all over the shirt. great buy-i just wonder how i'll wear it or if the length will be too much and it will become a 'closet sitter'.,Knits
0,I was hoping to find a slimming and cozy sweater  unfortunately this one was baggy and material was really bulky. one of those occasions where i would have never purchased this in person but online you can't quite tell the style and fit. i returned this item.,Knits
0,This top fit me great across the bust - true to size there  however  it was very loose other than that (outside of the peplum of course). it did not seem flattering for my body shape/did not give me much shape on top. i was wider than i should be/am. this may work on some body types  but did not work for me. it was a nice feeling  comfortable top however.,Knits
0,I love the front of this shirt but i really should have paid more attention to the details of it. i would have realized the front and back are different materials  which i am not a fan of. i would have preferred the entire thing was made of the dressier front material instead of the jersey back. it's like a mullet  business in the front and party in the back. it's got great drape and is a beautiful blue though  so into rotation it goes.,Knits
0,I need t-shirts  these seem cute. a small runs loose  but it's comfortable and it does fit. i am turned off by the little side slits on all of this brand's printed tees. if i want to do a partial tuck to give myself a waist  because these shirts are cut generously  the little slits just throw the whole look off. i tried a few in the store  but left them all there.,Knits
0,"Gorgeous sleeves  flattering neckline...and a voluminous torso. i loved the fit of the top portion so much  i decided to buy it  knowing it would require alteration. the seamstress removed a *significant* amount of bulk and added vintage buttons to clasp the inverted pleat. i find many of these ""easy breezy"" tops create a shapeless look. extra volume in both the front and back creates a needlessly rotund profile. despite excellent posture  i looked both hunched and pregnant in the unaltered silh",Knits
0,I ordered this on-line. while it fits well before washing  the fabric is a bit thin. i'm afraid it might shrink in the wash  too. i haven't worn it yet because i'm trying to decide it i will keep it or return it. colors are a bit more muted than i would like also.,Knits
0,Boxy  unflattering  and large.  i'm 5'2'' and a curvy 135 pounds. this top (size s) swallowed me  had no shape  and the material didn't feel great either. i wouldn't even purchase it on sale--there are other graphic tees that are much nicer. i'll be sticking to splendid and sundry.,Knits
0,"I bought this shirt in white and am happy with the fact that it's not too sheer. the back detail is great. my only complaint is that it is too long. i got the small and it fits nicely in the arms and top  but it is much longer on me than on the model. i'm 5'5"" tall. it doesn't look great when i do a half tuck  but it looks fine if i tuck it all the way in. maybe an xs would have been a better fit.",Knits
1,"The neutral color was at my local retailer  which is a rich brown/mocha  much nicer looking in person. like others  this is quite sheer and thin. however  it is so stretchy  breathable  and comfortable that i would use this for layering instead. for my 5'9""  36c  hourglass frame  i found the medium to be rather body hugging. it was not at all loose like on the model. for me  this is fine because i will layer  eliminating issues of sheerness.",Knits
1,Cute top and flattering to wear. fits nicely and i'd say true to size. can't wait to wear it.,Knits
1,"Comfy sweatshirt with fun polka dot details. soft and not baggy. a little on the shorter side so i think i will layer a lace cami underneath and it will look even prettier. i'm 5'7""  140 pounds with an athletic  hourglass shape  32dd. i bought the ""2"" which equates to a medium since i wanted it a little looser being a sweatshirt (i'm normally an retailer small but i don't think that would have worked in this case as it would have been too fitted). great comfy weekend piece!",Knits
1,I love this top! the neckline is so unusual and so flattering. i am normally either a small or xs  but this fit great in the xs. i was also able to wear a regular bra which is always nice since i am large chested. great top...highly recommend.,Knits
1,"I can't wait for our warmer weather to arrive here in minnesota so i can wear this lovely tank top. the style is so flattering  it doesn't bag out to make you look pregnant. the back yoke is solid navy blue chiffon which is a nice touch. soft fabric  drapes beautifully. the armholes are not oversized. the fabric is opaque so no camisole required.    i am 5'5"" and 120 lbs. and 36a. i purchased size small.",Knits
1,This too is great to throw on when running to class or going out. love the two different materials and the back detail.,Knits
1,This is a great shirt. it's super comfortable and fits nicely. not too big and not too small. you can wear it with leggings or dress it up with skinny jeans and boots. i bought the striped and black one. i highly recommend it.,Knits
1,This top is so pretty. i would say it's probably  about 1 size smaller than normal  but i like the cropped fit.,Knits
1,Love this shirt! looks great with a pair of black work slacks or with jeans. very flattering with the banded hem  and the material is soft.,Knits
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
1,Great layering top. so comfy  feels soft as my pjs. bought it in 3 colors.,Layering
1,I can not speak highly enough about this shirt. i originally bought the navy one and then went back to purchase the other two colors. the material is soft and thin without being flimsy. the fit is very flattering.,Layering
1,A lovely  soft material with a subtle aqua pattern. i'm very fussy about seams that fit my waist  and this one fit perfectly.,Layering
1,I bought an retailer cami 10 years ago and it is still in good shape so i looked on the website to see if they still carried them and they did! i bought 3 i was so excited!,Layering
1,Love love love the cut of this tank top. it's is super thin and see thru however. wish it was made a bit thicker. i got it in white and you can see right thru it. however the cut is so fabulous i can over look that.,Layering
1,"If your looking for a nice quality basic tee  this is it. nothing special  but the fabric is a nice soft cotton with a little stretch. the cut is long and lean so i would highly recommend sizing up. i sized up from my usual medium to a large and it's still quite form fitting. i'm 5'2""  35a/b bust  28 waist  39 hips.",Layering
1,I buy everything that retailer sells in chambray. this top did not disappoint. it is so comfortable and the back the way it is slightly lower than normal is very sexy without being revealing. the straps fall off of your shoulders a bit but i do not find it annoying. i am not big busted so i didn't have the sizing issue that others seemed to have.,Layering
1,Like the look of this tank  ran a bit larger than expected at the neck but overall happy with the purchase,Layering
1,Looks really nice on teh pictures. i tried on thre cream as this was the only color availalbe at my store (tried on per stylist recommendation(. it is very thin  you can see ripples from my belly lol  but still fairly flattering. i ended up purchasing  but it is in my maybe pile for now... wil lwait before wearing it to be sure. can't wear a grey bar with it  that htin...,Layering
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,Super itchy! had to return.,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,I've never owned sweater leggings before so these were my first. i had to order large because well i have some junk in the trunk (am 10/12 on bottom and 8 on top). these are a teeny bit scratchy but i'm hoping with a wash they'll soften up--but they're really loose too so i'm also hoping they'll shrink a teensy bit.,Legwear
1,I was expecting these to be the normal thickness of everyday leggings  plus fleece. instead  they're more like thicker-than-average tights. still warm  though there's a weird seam on the inside of the thighs that takes away from some of the comfort. not so bad that i want to return them  but not what i was hoping for  either.,Legwear
1,I love these tights!! they're thick and durable and the pattern is super cute.,Legwear
1,I bought a xs in black. i like the weight  texture  and thickness of this fabric. it feels like it smoothes over and holds the lines of my body in well. may be the other reviewer got a pair out of an odd batch  which could mean there are inconsistencies? i would like to see how the color and the stretch holds up with future washes. it would have gotten five stars since if it came in petitte length. but i will pick up a couple of more if it hits sale.,Legwear
1,I really liked these leggings  so comfy! they are so soft and the waistband is thick(about an inch wide). i am a size 10 in pants  i got a size m. i have a 33 inch inseam and these came down to my ankles. these leggings have textured stripes at the calf and hip.,Legwear
1,This product is awesome! i'm a tall lady with wide calves and thighs and these socks look and feel fantastic on me; they are tight enough that they don't wind up sliding down around my ankles  but not so snug that they make my legs look like sausages. i would recommend this product to all of my girlfriends.,Legwear
1,These tights are light but at the same time super cozy. definitely cut and sewn as tights and not meant to be worn as leggings -- they're really sheer around your rump. i've worn them around the house with oversized t-shirts and long sweaters. would only wear out of the house with a dress or serious coverage  despite what i thought when i bought them. i wish they were available in a few more colors. worth the sale price.,Legwear
1,"Love these tights. fabric feels great  soft and comfy. took large so they fit perfectly at true waist for 5'6 height. some retailer tights i have bought in large  but they are too short for 5'6"" person. the color of this paid is a subtle green. looks great with black skirt and green sweater.",Legwear
1,I'm about 130 lbs. and 6' tall and usually a small would be my size. these fit  but i would be more comfy in a m. they are stretchy  soft and opaque. perfect for under a couple sweater dresses i picked up by retailer!!! will be re-ordering.,Legwear
1,Nice quality  but enough material for two sets of tights. can scrunch up at the bottom for a different look.,Legwear
-1,Fabric felt and looked cheap.  hem was completely frayed  all the way around  perhaps purposely  but ratty looking  all the same.,Lounge
-1,Oh what a disappointment! i was looking forward to wearing this as a layering piece with the shawl cardigan. the material lacks serious quality and it was ripped on the seam. so  back it goes. and  i am flabbergasted at the price retailer is charging almost $60 for this top!,Lounge
-1,Legs are too wide. the fabric is rough to the touch.,Lounge
-1,I am petite and ordered size small  and it came looking like gym sweat pants. the material was very nice  but in terms of the waist and length size  both run incredibly large. the cuff of the joggers are also not elastic at all  and hangs loose widely. will have to return this item  unfortunately.,Lounge
-1,So thin and see thru it's not even wearable in public. extremely cheap and ill fitting for any price let alone this price. i feel like they will rip the moment i wear them out. going back.,Lounge
-1,This is a great dress if you don't want to leave the house or you want the world to see your nipples.,Lounge
-1,"Unfortunately this top is shirt-length  and i'm only 5'4"". needs to be about 6"" longer. made of sweatshirt material  which i wouldn't mind if it were longer. also runs very wide- ordered an xs and could have gone smaller.",Lounge
-1,I really wanted to love this cardigan and did until i tried it on. the arms are so tight! i ordered in a m  which is my normal retailer size  but couldn't move my arms. took it back  was going to try in a l  but store didn't have any. for the price  i need to be able to move my arms!,Lounge
-1,These are light and airy and pretty. they also tore the third time i wore them and not on a seam - a little above the knee while i was lying in my bed.    they also do not slim the figure and the fabric is slightly see-through as it is so thin  therefore if you are looking for serious lounge pants - great - i would not leave the house in them... or turn over in bed in them.    when i sit  the slits fall down around my thighs. my son complimented my dress the other day because the slits give way,Lounge
0,This hoodie is beautiful  soft and flattering. but the soft fabric pilled badly after one wearing and it's probably going to look ratty after a few washings. i might accept pilling in a $30 sweatshirt but not at this price. i don't really want to take it back but i will. (i've complained to retailer employees in the past about other clothes pilling and poor quality  and they've always said i could bring it back),Lounge
0,I ordered the geranium and teal. geranium is an awkward pink  but i loved the teal. beautiful color. ordered large  hoping for some length. they're very lightweight and almost too short. if you hold this up its just a big rectangle  but it flows nicely over the body and has the appearance of being longer on the sides. unfortunately you can see all of my bra and to my stomach when my arms are even slightly raised. i decided to return both.,Lounge
0,While the styling is cute  the fit was poor under the arms and there was quite a gap. i returned this.,Lounge
0,I liked that this was a unique take on a sweatshirt. pretty seam down the back and weight of material. i'm going to return it because i wish it was a little more of a loose/baggy fit and under-pattern is darker than i thought.,Lounge
0,This cardigan is very cute. but after 1 wash and no dryer the back has a bunch of pulled threads! very bummed with the quality.,Lounge
0,I wanted to love this dress--a throw-on-and-go outfit that was casual enough with sneakers for errands but stylish enough with dressy sandals for a brunch date--but didn't for a couple of reasons.    first  it is way too short for me  especially on the sides because of the war the ruffled bottom lay  to wear as a dress. it was more tunic length- but i wouldn't want to wear pants underneath because it would take away from the overall aesthetic. also  the ruffled sleeves give me unwanted volume th,Lounge
0,I practically live in lounge pants  and i like the unique style of this wide-leg version. i'm generally a 6/28 in pants and ordered the small which fit well  if a bit big. the overall fit is great - slim at the hip with a nice wide waistband  and flatteringly-placed dropped pockets. the pants really slim my hips and provide a nice silhouette with the wide legs. the fabric is soft and flows and i did not experience any sheerness. as for color - i would call these a deep cool brown  definitely not,Lounge
0,Beautiful color and softness  very warm  but the front is way too much material. it just wasn't flattering the way i wanted it to be. perhaps on a taller woman this would work.,Lounge
0,While the fabric  embroidery and sizing are dead on  i just couldn't deal with the shiny little mirrors that the designer embellished this shirt with. that detail is not apparent in the photographs and i felt lessened the versatility of this blouse. so  it must go back to retailer.,Lounge
1,This pullover blouse is a real winner. it is soft and figure flattering  but not too clingy. the neck looks good open or closed with the small button. all in all  it's just a very good design.   note that the notched thumb holes are completely optional. the holes disappear  without being visible  into the sleeve when they are not being used. also  the sleeve pulls down when the thumb holes are used  so there is no extra length in the sleeves (as may be suggested in the photo).,Lounge
1,"This coat is really nice and cushy and warm  but it runs very very large. i am about 5'7""  150 lbs and i ordered a medium and i probably should have ordered an xs because it was ginormous. i returned it in favor of another jacket. i'm sure i would have loved it if it were smaller but i found something i liked more in the interim. it's also a little bit darker in person. just a little bit  i was expected it to be more creme white and it was like a tan.",Lounge
1,As cute in person as the picture shows. good quality  worth the money!,Lounge
1,So soft and comfy.  fits great  love the length.  i am sure it will get much wear  great addition to my wardrobe.,Lounge
1,Super soft fabric! the opening in the back makes it very chic.,Lounge
1,Obsessed with this sweatshirt! it's a must have for any loungewear lover. i'm normally a xs but sized up to a s for a more loose  relaxed look. i was afraid it would swallow me  but i love the fit! the knot in the front is a nice detail that makes this comfy top really cute. the fabric is a great texture  great for transitioning from summer to fall and winter to spring. love everything about this sweatshirt and will easily pair with leggings or jeans. worth every penny!!!,Lounge
1,"I agree with another reviewer who said to get these while you can. the fish print is adorable! and you can't beat the style and uniqueness for this price. i am 5'6""  145 lbs with long legs and a thicker waist. normally wear size 8 in pants and purchased these in size small. i would definitely recommend sizing down. the mediums fit me ok but the small was more flattering overall while still being roomy and having lots of flow. can't wait to wear these!!",Lounge
1,I agree with other reviewers that the material is pretty thin  and it would make a far better swimsuit cover-up or pajamas than an actual dress -- unless you don't mind that it is semi see-thru. however  that said  i do love it! it is soft  the cut on top is nice and the strappy back is pretty  and it is flattering -- as long as your tummy is fairly flat because it does hug your body as you move (so no bread and pasta). i have worn it a couple of times already  and i have received compliments on,Lounge
1,Love this easy caftan short dress so soft easy and so stylish,Lounge
-1,I saw this in the store and was glad i didn't order it earlier online. i thought it would be beautifully stitched but it was rather flat and unimpressive in person. i like more unusual and flattering pieces  and this just wasn't it. no compliments here.,Outerwear
-1,Big pockets make it look more like a bathrobe than a coat. there are no internal pockets and the loops for the belt are pretty skimpy - just a bit of string. the color is great  but the quality leaves something to be desired.,Outerwear
-1,"Saw this on line and decided to ""splurge"" for the holidays. arrived today and is going right back. runs very small especially in the waist. trim is a cheap ribbed fabric with a zipper. fabric is not elegant looking as in the picture  appears cheap and very itchy. sooooo disappointed.",Outerwear
